=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2020.12.22 16:42:51 =~=~=~=~=~=~=~=~=~=~=~=

Adafruit MPU6050 test!
MPU6050 Found!
Accelerometer range set to: +-8G
-0.74 0.41 0.45 2.43 -98.92
-0.51 -0.02 0.56 2.63 -71.64
-0.31 -0.08 0.75 2.82 -17.48
-0.03 0.29 0.86 3.03 17.48
-0.15 0.41 0.91 3.21 36.37
-0.31 0.35 0.95 3.34 53.22
-0.16 0.24 0.98 3.46 67.29
-0.35 0.03 0.98 3.57 71.28
-0.21 0.17 0.95 3.66 69.61
0.28 0.18 0.90 3.74 71.33
0.50 0.05 0.82 3.77 66.82
0.47 0.40 0.69 3.78 47.86
0.38 0.45 0.56 3.78 25.03
0.26 0.28 0.43 3.76 -1.65
0.05 -0.00 0.32 3.72 -26.12
0.05 -0.05 0.27 3.69 -36.53
-0.05 0.12 0.24 3.66 -44.51
-0.09 0.31 0.21 3.63 -51.39
0.01 0.33 0.19 3.60 -54.68
0.10 0.22 0.18 3.55 -53.71
0.10 0.12 0.18 3.51 -48.55
-0.04 0.14 0.21 3.47 -40.00
-0.05 0.16 0.25 3.43 -25.81
-0.02 0.20 0.30 3.38 -8.62
0.16 0.19 0.34 3.33 6.69
0.37 0.17 0.35 3.27 19.05
0.49 0.16 0.33 3.19 25.71
0.50 0.17 0.29 3.08 28.93
0.17 0.17 0.26 2.99 25.93
-0.09 0.19 0.27 2.88 30.67
-0.13 0.24 0.30 2.79 39.53
-0.04 0.20 0.32 2.70 47.11
0.09 0.12 0.31 2.61 50.26
0.26 0.14 0.28 2.50 50.89
0.21 0.20 0.24 2.39 45.30
0.18 0.20 0.21 2.27 44.20
0.12 0.24 0.19 2.17 43.43
0.07 0.21 0.17 2.06 40.96
0.08 0.17 0.15 1.94 38.38
0.07 0.17 0.12 1.84 33.09
0.03 0.18 0.09 1.74 25.21
-0.05 0.18 0.07 1.64 22.08
-0.02 0.20 0.08 -0.11 82.54
0.05 0.20 0.10 -0.11 87.91
0.06 0.19 0.13 -0.19 96.35
0.10 0.16 0.14 -0.28 104.73
0.18 0.17 0.17 -0.37 115.17
0.23 0.19 0.18 -0.48 126.42
0.38 0.20 0.20 -0.59 141.11
1.30 0.24 0.14 -0.72 146.65
1.79 0.20 -0.02 -0.89 133.77
1.80 0.23 -0.24 -0.28 75.02
1.52 0.27 -0.41 -0.51 49.31
0.93 0.23 -0.56 -0.73 19.84
0.22 0.07 -0.60 -0.95 6.97
0.04 0.04 -0.58 -1.18 7.73
0.08 0.12 -0.56 -1.36 9.66
0.32 0.22 -0.56 -1.52 10.40
0.38 0.28 -0.58 -1.68 5.04
0.29 0.22 -0.59 -1.86 2.15
0.20 0.20 -0.58 -2.00 3.02
0.35 0.18 -0.55 -2.16 10.65
0.39 0.22 -0.54 -2.29 15.21
0.38 0.31 -0.53 -2.41 18.31
0.24 0.34 -0.52 -2.52 20.07
0.11 0.23 -0.51 -2.65 21.86
0.01 0.07 -0.48 -2.74 23.52
0.06 0.01 -0.47 -2.84 24.40
0.03 0.09 -0.45 -2.91 24.19
0.17 0.25 -0.43 -2.97 29.01
0.24 0.29 -0.42 -3.04 31.84
0.22 0.24 -0.42 -3.10 32.32
0.11 0.12 -0.42 -3.15 30.12
0.06 0.05 -0.41 -3.19 27.61
0.15 0.11 -0.42 -3.24 22.95
0.07 0.24 -0.44 -3.27 14.38
0.04 0.24 -0.46 -3.30 5.90
0.04 0.22 -0.48 -3.31 -3.81
0.02 0.16 -0.51 -3.32 -16.35
-0.20 0.25 -0.54 -3.31 -34.14
-0.54 0.21 -0.51 -3.28 -41.91
-0.63 0.22 -0.43 -3.23 -36.09
-0.58 0.25 -0.38 -3.17 -34.33
-0.50 0.23 -0.33 -3.07 -35.21
-0.44 0.22 -0.28 -2.95 -32.11
-0.41 0.19 -0.23 -2.85 -28.61
-0.22 0.17 -0.19 -2.74 -22.31
0.13 0.18 -0.18 -2.64 -21.13
0.21 0.15 -0.20 -2.53 -26.49
0.12 0.15 -0.22 -2.44 -31.43
-0.12 0.13 -0.20 -2.35 -31.09
-0.19 0.15 -0.16 -2.24 -25.34
-0.10 0.11 -0.12 -2.13 -16.68
-0.04 0.10 -0.10 -2.03 -13.33
-0.07 0.12 -0.09 -1.94 -13.26
-0.16 0.18 -0.08 -1.85 -15.87
-0.19 0.19 -0.08 -1.76 -20.00
-0.21 0.21 -0.09 -1.65 -27.24
-0.20 0.18 -0.11 -1.55 -37.56
-0.20 0.16 -0.14 -1.43 -49.91
-0.22 0.14 -0.16 -1.33 -62.27
-0.27 0.16 -0.18 -1.20 -75.04
-0.28 0.16 -0.19 -1.09 -84.38
-0.32 0.16 -0.19 -0.97 -92.10
-0.30 0.16 -0.18 -0.85 -98.09
-0.52 0.16 -0.17 -0.72 -106.27
-0.84 0.20 -0.10 -0.54 -102.12
-0.95 0.12 0.00 -0.34 -91.74
-0.95 0.05 0.12 0.18 -88.52
-0.87 0.12 0.24 0.37 -67.97
-0.74 0.21 0.33 0.60 -55.47
-0.66 0.32 0.38 0.79 -47.70
-0.80 0.32 0.44 0.99 -40.79
-0.76 0.27 0.50 1.19 -33.69
-0.63 0.19 0.54 1.38 -28.66
-0.55 0.08 0.56 1.65 -28.90
-0.52 0.11 0.57 1.84 -30.88
-0.39 0.21 0.56 2.02 -34.93
-0.28 0.25 0.54 2.18 -38.56
-0.20 0.20 0.53 2.37 -40.93
-0.04 0.13 0.52 2.52 -38.00
-0.17 0.06 0.52 2.65 -37.06
-0.22 0.14 0.53 2.77 -31.20
-0.23 0.31 0.56 2.90 -23.54
0.75 0.38 0.56 3.00 -3.58
1.54 0.20 0.44 3.03 -4.82
0.87 0.12 0.36 3.03 -6.90
0.65 0.18 0.35 3.00 5.12
0.76 0.14 0.33 2.96 16.66
0.64 0.21 0.30 2.89 22.76
0.78 0.31 0.25 2.79 25.61
0.90 0.28 0.19 2.66 28.08
0.68 0.15 0.14 2.54 26.61
0.37 0.07 0.11 2.41 25.58
0.23 0.04 0.08 2.28 23.75
0.18 0.11 0.04 2.13 16.90
0.06 0.17 -0.02 -0.12 76.43
-0.10 0.13 -0.09 -0.11 49.48
-0.18 0.21 -0.14 -0.21 31.78
-0.31 0.22 -0.18 -0.33 16.86
-0.40 0.18 -0.19 -0.39 4.69
-0.38 0.19 -0.20 -0.44 -5.84
-0.28 0.21 -0.22 -0.48 -18.73
-0.39 0.17 -0.25 -0.50 -36.36
-0.51 0.18 -0.24 -0.50 -45.68
-0.45 0.21 -0.21 -0.49 -46.14
-0.35 0.20 -0.16 -0.47 -41.85
-0.40 0.18 -0.12 -0.43 -39.46
-0.46 0.15 -0.07 -0.38 -33.11
-0.56 0.12 -0.02 0.07 -43.08
-0.61 0.10 0.04 0.07 -36.36
-0.64 0.14 0.09 0.08 -29.21
-0.58 0.18 0.12 0.17 -31.09
-0.44 0.20 0.13 0.26 -35.56
-0.34 0.18 0.12 0.38 -41.82
-0.40 0.16 0.12 0.50 -47.83
-0.47 0.14 0.15 0.61 -48.71
-0.49 0.14 0.18 0.71 -47.44
-0.55 0.19 0.21 0.83 -44.30
-0.58 0.17 0.25 0.97 -42.99
-0.47 0.15 0.28 1.09 -39.58
-0.45 0.20 0.31 1.22 -37.69
-0.51 0.17 0.33 1.34 -37.38
-0.58 0.13 0.35 1.49 -38.05
-0.54 0.15 0.38 1.64 -35.77
-0.38 0.18 0.41 1.77 -30.11
-0.25 0.18 0.45 1.89 -20.86
-0.06 0.16 0.49 1.99 -6.39
0.10 0.16 0.51 2.08 7.86
0.17 0.14 0.53 2.17 19.74
0.22 0.15 0.54 2.22 32.40
0.23 0.17 0.55 2.27 43.94
0.30 0.17 0.55 2.29 55.68
0.35 0.15 0.53 2.29 62.76
0.38 0.13 0.50 2.27 67.29
0.41 0.12 0.47 2.24 69.76
0.44 0.17 0.42 2.19 67.54
0.53 0.21 0.37 2.12 66.79
0.49 0.20 0.31 2.04 65.04
0.25 0.18 0.28 1.92 64.06
0.30 0.18 0.28 1.82 71.57
0.43 0.18 0.27 1.72 79.09
0.44 0.19 0.25 1.60 86.33
0.30 0.14 0.24 1.46 92.40
0.65 0.12 0.20 1.32 93.99
0.83 0.13 0.07 1.17 74.85
0.74 0.15 -0.04 1.01 55.46
0.59 0.14 -0.14 -0.20 75.77
0.46 0.29 -0.21 -0.37 61.86
0.23 0.32 -0.25 -0.56 53.65
0.29 0.18 -0.25 -0.71 55.20
0.13 0.20 -0.22 -0.86 65.52
0.10 0.16 -0.14 -1.00 86.16
0.74 0.25 -0.10 -1.18 109.82
1.43 0.21 -0.19 -1.35 107.52
1.51 0.07 -0.35 -1.59 87.47
0.99 0.08 -0.49 -1.80 62.45
1.14 0.27 -0.53 -2.06 67.09
5.91 0.54 -0.78 -2.38 80.48
4.56 0.07 -1.21 -2.79 31.37
4.26 0.25 -1.46 -3.26 21.51
4.21 0.51 -1.69 -3.78 10.95
3.06 0.53 -1.87 -4.43 0.19
3.00 0.49 -1.95 -5.11 13.16
3.16 0.24 -2.05 -5.69 17.01
2.96 0.27 -2.19 -6.29 9.81
2.51 0.12 -2.30 -6.88 1.53
2.03 0.11 -2.39 -7.58 -8.50
1.57 0.27 -2.48 -8.14 -29.22
0.87 0.24 -2.53 -8.65 -53.62
0.44 0.26 -2.58 -9.10 -85.08
0.06 0.15 -2.63 -9.58 -123.59
-0.40 0.02 -2.66 -9.96 -163.81
-0.40 -0.08 -2.69 -10.21 -206.30
-1.48 0.10 -2.70 -10.37 -264.19
-2.03 0.16 -2.59 -10.44 -296.52
-2.98 0.15 -2.33 -10.38 -301.88
-3.41 0.15 -2.05 -10.22 -302.27
-3.08 0.26 -1.69 -9.90 -276.96
-2.83 0.42 -1.45 -9.49 -278.09
-2.62 0.21 -1.19 -9.09 -262.81
-2.83 -0.22 -0.93 -8.53 -252.67
-2.71 0.04 -0.66 -8.01 -227.27
-2.71 0.18 -0.46 -7.45 -218.91
-2.83 0.36 -0.19 -6.74 -198.14
-2.29 0.15 0.13 -6.12 -148.73
-1.85 0.27 0.29 -5.48 -136.36
-1.79 0.27 0.39 -4.71 -142.42
-2.40 -0.14 0.51 -3.91 -152.31
-2.09 -0.21 0.65 -3.23 -145.87
-1.86 -1.39 0.67 -2.56 -162.27
-1.24 0.55 0.62 -1.76 -195.47
-1.37 1.08 0.58 -1.10 -224.39
-2.98 0.13 0.68 -0.42 -236.32
-2.79 0.60 0.94 0.42 -212.45
-2.39 0.07 1.08 1.28 -207.76
-2.60 -1.40 1.07 1.99 -240.05
-2.80 -1.29 1.20 2.74 -247.69
-1.60 0.50 1.34 3.61 -229.72
-1.96 0.88 1.40 4.32 -229.00
-2.55 0.32 1.61 5.05 -207.24
-2.00 -0.76 1.86 5.76 -154.83
-1.55 -0.77 1.94 6.71 -147.94
-2.02 -0.88 2.04 7.39 -139.21
-1.10 1.22 2.10 8.03 -120.97
-1.66 0.74 2.16 8.77 -116.88
-1.89 -0.76 2.35 9.36 -73.40
-1.59 -0.13 2.39 9.93 -65.04
-0.91 -0.65 2.41 10.46 -54.30
0.13 1.19 2.35 11.02 -49.09
-1.24 1.00 2.39 11.54 -37.19
-1.63 -0.74 2.49 11.96 -12.90
0.40 -0.50 2.49 12.30 19.79
0.59 0.70 2.44 12.63 42.25
0.59 1.28 2.30 12.84 37.14
0.24 -0.22 2.30 13.00 64.74
0.14 -0.83 2.31 13.11 94.13
-0.92 0.12 2.37 13.22 118.95
-0.57 -0.02 2.41 13.30 144.76
1.80 1.33 2.32 13.27 178.67
1.88 0.22 2.11 13.15 173.10
1.16 -0.19 1.73 13.00 109.09
0.72 -0.22 1.54 12.82 86.77
1.31 -0.41 1.42 12.54 93.33
0.83 0.06 1.26 12.27 80.70
0.36 0.38 1.15 11.99 66.94
1.22 0.74 0.95 11.62 48.78
1.59 0.56 0.81 11.21 47.87
0.39 -0.14 0.71 10.86 36.30
0.26 -0.46 0.70 10.51 44.82
0.30 -0.63 0.74 10.15 71.08
0.50 -0.35 0.74 9.72 88.46
1.13 0.31 0.70 9.34 107.34
0.11 0.49 0.67 8.96 109.04
0.87 0.62 0.64 8.50 123.91
0.89 1.19 0.61 8.01 141.10
1.29 0.60 0.53 7.59 145.69
0.90 -0.10 0.34 7.17 114.21
0.69 -0.53 0.21 6.74 94.10
0.82 -0.49 0.11 6.23 83.85
0.94 -0.13 0.01 5.80 74.90
0.77 0.16 -0.08 5.38 61.26
0.58 0.28 -0.16 4.88 51.92
0.51 0.47 -0.19 4.39 55.75
0.78 0.42 -0.21 3.99 61.93
0.77 0.29 -0.24 3.59 65.09
0.76 0.15 -0.24 3.20 75.83
0.74 0.07 -0.22 2.81 90.28
0.74 0.19 -0.23 2.35 103.07
0.64 0.25 -0.23 1.97 111.40
0.68 0.27 -0.23 1.52 123.93
0.73 0.26 -0.26 1.15 125.74
0.87 0.17 -0.31 0.71 127.53
0.81 0.11 -0.37 0.35 120.41
0.89 0.15 -0.44 -0.01 111.26
0.93 0.18 -0.51 -0.37 102.87
0.92 0.27 -0.60 -0.79 93.35
0.78 0.37 -0.63 -1.14 89.73
0.62 0.37 -0.67 -1.54 87.38
0.71 0.15 -0.72 -1.86 77.65
0.67 0.03 -0.75 -2.18 73.11
0.42 0.14 -0.76 -2.53 71.77
0.14 0.31 -0.74 -2.80 72.29
0.19 0.26 -0.71 -3.06 77.39
0.46 0.21 -0.68 -3.30 86.25
0.63 -0.00 -0.69 -3.53 86.96
0.65 -0.24 -0.72 -3.85 85.95
0.70 0.01 -0.74 -4.08 86.48
0.39 0.17 -0.72 -4.29 88.55
0.45 0.61 -0.71 -4.49 93.43
0.42 0.76 -0.72 -4.67 91.16
0.58 0.31 -0.74 -4.89 87.88
0.82 0.25 -0.79 -5.08 80.11
1.01 0.31 -0.86 -5.26 71.22
0.93 0.14 -0.93 -5.49 61.24
0.81 0.20 -1.00 -5.71 47.18
0.43 0.02 -1.03 -5.87 34.97
0.18 0.37 -1.04 -6.02 24.96
-0.25 0.24 -1.02 -6.14 15.01
-0.18 -0.13 -0.95 -6.23 20.25
-0.18 -0.38 -0.89 -6.32 26.74
0.23 -0.39 -0.84 -6.38 34.85
0.34 -0.34 -0.83 -6.44 33.43
-0.04 0.27 -0.80 -6.47 32.38
0.01 0.78 -0.76 -6.50 35.91
-0.33 0.75 -0.72 -6.50 33.83
-0.06 0.35 -0.68 -6.49 36.02
-0.08 0.20 -0.67 -6.47 29.75
0.03 -0.00 -0.66 -6.44 26.56
0.13 0.03 -0.64 -6.39 26.11
0.01 -0.11 -0.64 -6.34 21.20
0.10 -0.13 -0.62 -6.29 20.55
-0.12 0.49 -0.60 -6.23 18.51
-0.20 0.13 -0.59 -6.14 9.05
0.01 0.13 -0.58 -6.06 5.57
-0.14 0.20 -0.56 -5.98 3.34
-0.26 0.05 -0.52 -5.88 3.79
-0.22 0.44 -0.44 -5.78 17.83
-0.32 0.18 -0.39 -5.62 20.43
-0.22 -0.19 -0.38 -5.50 13.62
-0.16 0.10 -0.42 -5.38 -3.96
-0.59 0.51 -0.40 -5.24 -13.91
-0.31 0.34 -0.37 -5.10 -15.22
-0.26 -0.14 -0.36 -4.92 -22.61
-0.48 -0.02 -0.34 -4.76 -28.32
-0.23 0.26 -0.30 -4.59 -25.42
-0.06 0.22 -0.28 -4.40 -25.09
-0.47 0.10 -0.27 -4.20 -33.61
-0.63 -0.03 -0.25 -4.02 -41.56
-0.84 0.02 -0.20 -3.82 -46.04
-0.99 0.51 -0.13 -3.61 -45.80
-0.69 0.65 -0.05 -3.38 -35.64
-0.68 0.25 0.01 0.27 -151.78
-0.53 0.15 0.08 0.23 -131.32
-0.39 0.07 0.19 0.49 -107.59
0.42 0.16 0.24 0.69 -87.13
0.56 0.10 0.21 0.90 -84.52
-0.03 0.09 0.20 1.06 -85.40
0.01 0.24 0.26 1.20 -65.02
-0.23 0.18 0.36 1.34 -40.29
-0.84 0.04 0.56 1.49 5.34
-0.65 -0.04 0.70 1.66 40.06
-0.57 0.05 0.80 1.83 62.90
-0.37 0.19 0.88 1.95 87.12
-0.07 0.25 0.90 2.06 101.50
0.25 0.27 0.88 2.15 110.58
0.21 0.16 0.81 2.22 102.15
0.36 0.07 0.68 2.26 80.93
0.58 0.04 0.55 2.27 60.19
0.64 0.12 0.39 2.26 34.58
0.56 0.18 0.29 2.22 19.62
0.53 0.19 0.22 2.17 10.89
0.35 0.21 0.17 2.12 6.88
0.37 0.22 0.15 2.05 10.07
0.29 0.26 0.15 1.98 15.19
0.18 0.19 0.16 1.90 23.13
-0.01 0.09 0.18 1.82 31.82
-0.17 0.15 0.23 1.76 43.23
-0.25 0.34 0.30 1.68 62.14
-0.07 0.40 0.34 1.62 75.85
0.32 0.43 0.31 1.53 78.22
0.53 0.28 0.23 1.44 67.62
0.64 0.20 0.17 1.34 62.87
0.61 0.17 0.11 1.23 58.60
0.57 0.18 0.04 1.10 52.38
0.52 0.17 0.00 -0.16 89.58
0.52 0.22 -0.04 -0.16 82.48
0.34 0.19 -0.08 -0.14 69.98
0.09 0.08 -0.09 -0.27 70.59
-0.19 0.02 -0.04 -0.39 79.57
-0.03 -0.03 0.04 -0.14 87.80
0.50 0.03 0.07 -0.12 100.95
0.81 0.17 0.05 -0.14 105.21
0.76 0.25 -0.01 -0.15 98.62
0.42 0.11 -0.01 -0.18 101.04
0.25 0.04 0.03 -0.18 112.22
0.06 0.07 0.11 -0.15 129.09
0.27 0.11 0.17 -0.30 152.24
0.34 0.15 0.19 -0.45 164.74
0.46 0.19 0.14 -0.64 161.11
0.64 0.20 0.03 -0.81 144.08
0.57 0.24 -0.11 -0.17 85.72
0.04 0.50 -0.27 -0.37 41.92
-0.02 0.41 -0.34 -0.54 21.36
0.14 0.33 -0.34 -0.68 19.97
0.80 0.42 -0.41 -0.83 11.33
1.27 0.39 -0.53 -0.99 -5.39
1.18 0.30 -0.67 -1.16 -28.98
0.52 0.12 -0.78 -1.36 -57.17
0.03 -0.09 -0.77 -1.51 -60.94
-0.20 0.14 -0.65 -1.66 -38.25
-0.44 0.31 -0.50 -1.76 -11.69
-0.54 0.15 -0.35 -1.85 16.87
-0.37 0.04 -0.19 -1.90 52.14
-0.01 0.09 -0.12 -1.96 69.59
0.48 0.03 -0.12 -2.02 75.74
0.59 -0.01 -0.18 -2.09 69.88
0.33 0.06 -0.22 -2.17 62.67
0.24 0.12 -0.24 -2.26 60.17
0.29 0.04 -0.27 -2.33 53.88
0.35 -0.03 -0.30 -2.40 47.58
0.27 -0.09 -0.34 -2.47 38.59
0.22 0.44 -0.40 -2.54 23.51
0.06 0.58 -0.44 -2.60 8.99
-0.14 0.62 -0.46 -2.64 -3.89
-0.30 0.46 -0.47 -2.67 -16.40
-0.26 0.18 -0.47 -2.68 -25.70
-0.22 0.11 -0.48 -2.68 -38.40
-0.20 0.15 -0.49 -2.66 -49.89
-0.16 0.23 -0.49 -2.63 -57.49
0.03 0.16 -0.50 -2.60 -65.36
-0.07 0.16 -0.54 -2.55 -82.16
-0.43 0.14 -0.53 -2.49 -94.64
-0.15 0.15 -0.49 -2.42 -91.56
-0.22 0.19 -0.40 -2.33 -75.79
-0.46 0.14 -0.31 -2.23 -61.72
-0.52 0.10 -0.13 -2.13 -23.68
-0.59 0.16 0.02 -2.02 7.31
-0.37 0.18 0.14 0.11 -35.77
-0.16 0.20 0.23 0.22 -14.35
-0.13 0.17 0.24 0.34 -10.91
-0.09 0.16 0.22 0.43 -15.78
-0.34 0.18 0.18 0.54 -30.35
-0.45 0.19 0.17 0.64 -38.76
-0.52 0.26 0.17 0.75 -47.47
-0.72 0.24 0.18 0.88 -55.01
-0.71 0.23 0.21 1.01 -59.00
-0.54 0.23 0.22 1.14 -62.03
-0.33 0.19 0.22 1.26 -66.38
-0.23 0.20 0.21 1.39 -69.22
-0.25 0.17 0.23 1.55 -69.28
-0.37 0.13 0.28 1.67 -57.89
-0.33 0.15 0.34 1.79 -43.45
-0.23 0.20 0.40 1.90 -28.35
-0.12 0.18 0.45 2.02 -12.33
0.05 0.19 0.48 2.10 1.09
0.07 0.15 0.49 2.17 9.73
0.04 0.18 0.48 2.23 13.56
0.03 0.18 0.47 2.29 14.55
0.13 0.19 0.44 2.34 12.81
0.04 0.22 0.39 2.36 5.25
-0.01 0.20 0.36 2.38 0.31
0.01 0.21 0.33 2.40 -3.05
0.01 0.23 0.31 2.41 -5.74
0.07 0.22 0.28 2.41 -9.69
0.20 0.21 0.24 2.40 -13.50
0.21 0.21 0.20 2.38 -18.61
0.11 0.18 0.16 2.36 -25.03
0.08 0.18 0.15 2.33 -24.70
0.07 0.19 0.15 2.31 -22.00
0.08 0.18 0.16 2.27 -17.94
0.17 0.18 0.16 2.24 -12.31
0.21 0.18 0.16 2.19 -7.41
0.22 0.19 0.15 2.15 -3.31
0.19 0.18 0.15 2.08 -0.08
0.21 0.18 0.13 2.02 2.11
0.19 0.19 0.11 1.96 0.73
0.18 0.20 0.09 1.89 -0.23
0.16 0.19 0.07 1.83 -1.75
0.09 0.18 0.05 -0.07 57.54
0.08 0.18 0.03 -0.06 52.16
0.10 0.19 0.02 -0.08 48.36
0.12 0.19 0.00 -0.08 44.65
0.14 0.18 -0.01 -0.06 41.75
0.14 0.18 -0.01 -0.06 41.22
0.13 0.18 -0.01 -0.06 41.76
0.14 0.18 -0.00 -0.08 43.84
0.17 0.19 -0.00 -0.07 44.62
0.17 0.19 -0.00 -0.07 45.11
0.13 0.19 -0.00 -0.07 44.65
0.11 0.20 -0.00 -0.08 44.60
0.08 0.19 -0.00 -0.08 43.68
0.06 0.18 -0.00 -0.06 41.80
0.05 0.19 -0.01 -0.06 40.05
0.07 0.19 -0.01 -0.06 38.11
0.08 0.19 -0.01 -0.06 35.88
0.08 0.19 -0.02 -0.06 34.17
0.08 0.19 -0.02 -0.07 33.69
0.12 0.19 -0.02 -0.07 33.53
0.11 0.21 -0.02 -0.06 32.74
0.12 0.20 -0.02 -0.06 32.81
0.11 0.19 -0.02 -0.06 32.63
0.09 0.19 -0.02 -0.07 32.76
0.07 0.18 -0.02 -0.05 31.90
0.07 0.18 -0.02 -0.05 31.05
0.06 0.19 -0.02 -0.05 30.17
0.06 0.19 -0.02 -0.06 29.26
0.05 0.20 -0.02 -0.06 28.02
0.04 0.19 -0.02 -0.05 26.46
0.06 0.19 -0.02 -0.05 25.39
0.05 0.20 -0.02 -0.04 24.72
0.06 0.20 -0.02 -0.04 24.07
0.05 0.21 -0.02 -0.05 23.33
0.05 0.19 -0.02 -0.04 22.36
0.04 0.20 -0.02 -0.05 21.87
0.04 0.19 -0.02 -0.04 20.87
0.03 0.17 -0.02 -0.04 20.01
0.04 0.18 -0.02 -0.04 19.44
0.05 0.20 -0.02 -0.04 19.18
0.04 0.20 -0.02 -0.03 18.45
0.05 0.19 -0.02 -0.03 17.90
0.04 0.18 -0.02 -0.03 17.22
0.03 0.18 -0.02 -0.04 16.73
0.02 0.18 -0.02 -0.03 15.79
0.04 0.19 -0.02 -0.03 15.54
0.03 0.19 -0.02 -0.03 14.90
0.03 0.20 -0.01 -0.03 14.50
0.03 0.20 -0.01 -0.03 14.06
0.04 0.21 -0.01 -0.03 13.66
0.03 0.19 -0.01 -0.03 13.71
0.03 0.19 -0.01 -0.03 13.53
0.04 0.17 -0.01 -0.02 13.36
0.03 0.18 -0.01 -0.02 13.00
0.02 0.18 -0.01 -0.02 12.49
0.01 0.19 -0.01 -0.02 12.01
0.02 0.19 -0.01 -0.02 11.76
0.01 0.19 -0.01 -0.02 11.35
0.01 0.18 -0.01 -0.02 10.91
0.02 0.18 -0.01 -0.02 11.03
0.01 0.18 -0.01 -0.02 10.70
0.02 0.18 -0.00 -0.02 10.72
0.02 0.19 -0.00 -0.02 10.54
0.01 0.20 -0.00 -0.02 10.20
0.01 0.21 -0.00 -0.02 10.03
0.01 0.21 -0.00 -0.02 10.18
0.02 0.20 -0.00 -0.02 10.16
0.02 0.19 0.00 -0.02 10.52
0.00 0.19 0.00 -0.01 10.04
0.00 0.21 0.00 -0.01 9.94
0.02 0.19 0.00 -0.01 10.00
0.01 0.18 0.00 -0.01 9.93
0.02 0.18 0.00 -0.01 9.99
0.01 0.19 0.01 -0.02 10.22
0.01 0.20 0.01 -0.01 10.25
-0.00 0.21 0.01 -0.01 9.89
0.02 0.21 0.01 -0.01 10.24
0.02 0.19 0.01 -0.01 10.11
0.04 0.18 0.01 -0.02 10.63
0.04 0.20 0.01 -0.01 10.96
0.05 0.20 0.01 -0.01 11.61
0.03 0.20 0.01 -0.01 11.76
0.03 0.19 0.01 -0.01 12.11
0.03 0.20 0.01 -0.02 12.51
0.02 0.20 0.01 -0.02 12.57
0.02 0.20 0.01 -0.01 12.38
0.04 0.19 0.01 -0.01 12.47
0.04 0.19 0.01 -0.01 12.88
0.04 0.21 0.01 -0.02 13.03
0.04 0.19 0.01 -0.02 13.23
0.03 0.19 0.01 -0.02 13.37
0.76 0.24 0.01 -0.04 25.92
1.10 0.29 -0.05 -0.06 26.02
0.73 0.19 -0.10 -0.07 23.84
0.62 0.15 -0.11 -0.16 30.69
0.49 0.17 -0.12 -0.27 33.80
0.40 0.20 -0.14 -0.36 34.22
0.29 0.22 -0.17 -0.46 30.11
0.08 0.20 -0.19 -0.54 23.14
-0.13 0.17 -0.19 -0.64 19.62
-0.20 0.16 -0.19 -0.72 17.34
-0.08 0.19 -0.18 -0.77 15.41
-0.02 0.21 -0.20 -0.83 8.60
-0.09 0.19 -0.21 -0.87 1.82
-0.08 0.18 -0.21 -0.90 -2.37
-0.12 0.18 -0.21 -0.94 -5.98
-0.23 0.19 -0.19 -0.95 -7.60
-0.27 0.20 -0.16 -0.96 -6.11
-0.27 0.19 -0.14 -0.96 -6.89
-0.25 0.19 -0.13 -0.95 -10.06
-0.23 0.19 -0.13 -0.93 -15.57
-0.25 0.18 -0.14 -0.90 -22.45
-0.26 0.18 -0.14 -0.87 -28.28
-0.24 0.18 -0.13 -0.83 -33.08
-0.20 0.19 -0.13 -0.78 -37.21
-0.18 0.20 -0.13 -0.71 -41.26
-0.14 0.18 -0.12 -0.66 -43.99
-0.18 0.18 -0.12 -0.60 -48.24
-0.38 0.19 -0.10 -0.54 -49.69
-0.41 0.18 -0.06 -0.45 -46.32
-0.30 0.21 -0.04 0.08 -62.19
-0.29 0.22 -0.03 0.08 -63.11
-0.29 0.18 -0.02 0.09 -61.89
-0.20 0.19 -0.01 0.10 -62.39
-0.17 0.18 -0.02 0.10 -64.83
-0.13 0.19 -0.04 0.09 -68.27
-0.09 0.20 -0.05 0.09 -72.02
-0.06 0.20 -0.07 0.08 -76.33
-0.06 0.19 -0.09 0.08 -81.22
-0.03 0.19 -0.11 0.18 -86.87
0.01 0.21 -0.11 0.26 -90.12
-0.17 0.20 -0.12 0.35 -95.12
-0.48 0.17 -0.08 0.44 -95.62
-0.76 0.14 -0.01 0.55 -88.11
-0.73 0.15 0.12 0.14 -47.26
-0.55 0.18 0.21 0.26 -30.43
-0.40 0.22 0.28 0.38 -13.71
-0.15 0.19 0.31 0.49 -5.75
-0.09 0.12 0.32 0.60 -0.84
-0.15 0.14 0.33 0.74 0.07
-0.12 0.17 0.34 0.83 4.47
0.07 0.19 0.34 0.91 7.85
0.13 0.19 0.32 0.98 9.13
0.14 0.18 0.29 1.03 7.25
0.24 0.17 0.27 1.08 7.38
0.28 0.19 0.23 1.11 4.29
0.22 0.20 0.19 1.13 -0.65
1.22 0.14 0.11 1.12 -0.37
1.07 0.15 0.03 1.07 -3.97
1.03 0.19 -0.05 -0.06 30.44
0.91 0.23 -0.14 -0.08 16.47
0.59 0.20 -0.21 -0.19 8.87
0.33 0.21 -0.25 -0.28 0.61
