=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2020.12.22 17:26:59 =~=~=~=~=~=~=~=~=~=~=~=
Adafruit MPU6050 test!
MPU6050 Found!
Accelerometer range set to: +-8G
-0.41 0.25 -0.27 -2.06 -69.91
-0.26 0.25 -0.25 -1.95 -74.18
-0.37 0.23 -0.25 -1.82 -81.03
-0.64 0.24 -0.19 -1.66 -80.06
-0.74 0.22 -0.12 -1.51 -73.70
-0.82 0.16 -0.04 -1.32 -68.25
-0.90 0.19 0.02 0.18 -113.53
-1.00 0.20 0.07 0.19 -111.23
-0.92 0.24 0.11 0.44 -116.25
-0.74 0.26 0.12 0.65 -125.75
-0.81 0.25 0.10 0.87 -144.02
-1.16 0.12 0.09 1.11 -165.80
-1.21 0.01 0.14 1.41 -172.92
-1.30 0.05 0.25 1.73 -164.67
-1.74 -0.02 0.50 2.02 -122.54
-2.19 0.15 0.79 2.34 -71.50
-2.16 0.45 1.13 2.74 -7.53
-1.42 0.57 1.36 3.08 43.08
-1.37 0.29 1.51 3.41 76.13
-0.66 0.31 1.63 3.72 113.65
-0.17 0.29 1.65 4.04 130.58
0.38 0.39 1.64 4.31 149.60
1.49 0.17 1.48 4.46 147.66
1.43 0.09 1.25 4.54 123.50
1.18 0.22 0.97 4.58 79.15
0.93 0.48 0.77 4.58 47.73
0.81 0.49 0.59 4.55 19.18
0.45 0.23 0.39 4.50 -23.10
0.11 0.07 0.28 4.45 -47.30
-0.09 0.04 0.24 4.38 -54.70
0.00 0.18 0.25 4.33 -51.05
0.17 0.26 0.25 4.27 -44.99
0.15 0.36 0.24 4.21 -40.93
0.10 0.36 0.26 4.13 -31.61
0.05 0.28 0.31 4.06 -15.14
0.09 0.24 0.37 3.98 6.42
0.21 0.24 0.42 3.90 28.84
0.34 0.22 0.44 3.79 46.54
0.58 0.20 0.46 3.66 65.76
0.72 0.31 0.44 3.53 79.58
0.76 0.34 0.41 3.38 87.71
0.67 0.35 0.37 3.21 91.81
0.70 0.26 0.32 3.03 94.00
0.79 0.28 0.26 2.80 95.72
0.88 0.23 0.15 2.59 84.87
0.81 0.17 0.03 2.33 68.25
0.73 0.17 -0.03 -0.23 144.56
0.66 0.23 -0.07 -0.23 136.12
0.61 0.29 -0.12 -0.51 134.46
0.54 0.25 -0.14 -0.74 136.70
0.64 0.34 -0.14 -0.98 145.97
1.14 0.34 -0.21 -1.23 145.98
1.54 0.29 -0.36 -1.55 130.29
1.56 0.13 -0.54 -1.89 104.67
1.16 0.16 -0.65 -2.19 87.37
0.77 0.30 -0.77 -2.47 61.67
0.37 0.19 -0.92 -2.79 17.96
0.42 0.24 -0.99 -3.04 -3.28
0.22 0.50 -1.01 -3.26 -15.56
-0.04 0.18 -1.03 -3.46 -31.76
0.05 0.01 -1.03 -3.63 -41.86
-0.31 0.19 -1.00 -3.82 -46.23
-0.54 0.29 -0.93 -3.93 -47.04
-0.62 0.45 -0.89 -4.00 -55.16
-0.71 0.56 -0.83 -4.03 -60.16
-0.78 0.41 -0.71 -4.03 -49.95
-0.32 0.40 -0.64 -4.02 -42.82
-0.39 0.30 -0.62 -3.98 -50.76
-1.01 0.14 -0.55 -3.92 -54.51
-1.26 0.13 -0.43 -3.79 -49.35
-0.66 0.22 -0.33 -3.65 -38.61
-0.35 0.20 -0.23 -3.52 -20.66
0.04 0.07 -0.16 -3.40 -1.21
-0.11 0.06 -0.07 -3.28 20.65
-0.14 0.10 0.05 0.12 -64.14
-0.02 0.14 0.10 0.13 -46.26
-0.20 0.15 0.16 0.24 -34.32
0.13 0.31 0.22 0.35 -12.69
-0.15 0.35 0.23 0.44 -10.73
-0.47 0.31 0.22 0.55 -21.21
-0.59 0.29 0.22 0.65 -27.72
-0.38 0.29 0.25 0.76 -24.26
-0.23 0.20 0.26 0.85 -23.37
-0.18 0.07 0.26 0.95 -23.09
-0.18 0.10 0.29 1.06 -15.85
-0.14 0.21 0.33 1.16 -3.86
-0.17 0.29 0.35 1.23 1.66
-0.12 0.30 0.36 1.31 5.86
-0.00 0.27 0.36 1.37 9.75
0.10 0.20 0.35 1.43 12.13
0.15 0.21 0.34 1.47 15.50
0.19 0.22 0.33 1.50 19.87
0.22 0.29 0.32 1.51 24.82
0.20 0.29 0.32 1.52 30.29
0.20 0.26 0.31 1.51 35.63
0.19 0.23 0.31 1.49 40.44
0.22 0.23 0.30 1.47 46.15
0.28 0.26 0.29 1.43 51.78
0.35 0.26 0.28 1.39 56.40
0.45 0.23 0.26 1.32 61.77
0.44 0.22 0.23 1.24 65.24
0.47 0.22 0.20 1.14 67.31
0.46 0.24 0.16 1.05 66.99
0.48 0.24 0.12 0.95 65.62
0.45 0.24 0.06 0.81 58.03
0.42 0.24 0.02 -0.12 83.38
0.54 0.22 -0.03 -0.12 74.20
0.19 0.22 -0.07 -0.12 61.44
0.06 0.23 -0.05 -0.12 63.26
0.10 0.26 -0.03 -0.16 69.77
0.15 0.26 -0.01 -0.11 71.68
0.08 0.28 0.01 -0.11 74.86
0.01 0.26 0.04 -0.10 78.73
0.02 0.27 0.06 -0.10 83.66
-0.02 0.26 0.09 -0.11 87.84
0.00 0.25 0.12 -0.21 98.15
0.13 0.24 0.15 -0.30 109.68
0.44 0.27 0.14 -0.42 116.57
0.42 0.31 0.08 -0.55 111.35
0.53 0.29 0.02 -0.67 102.51
0.78 0.24 -0.08 -0.13 64.52
0.70 0.24 -0.19 -0.27 45.43
0.19 0.20 -0.28 -0.40 22.87
0.17 0.17 -0.30 -0.55 18.60
0.09 0.26 -0.33 -0.66 6.89
-0.23 0.26 -0.33 -0.78 1.27
-0.21 0.31 -0.28 -0.86 7.45
0.14 0.41 -0.27 -0.94 11.40
0.08 0.40 -0.27 -1.03 9.16
-0.14 0.33 -0.25 -1.09 9.33
-0.07 0.30 -0.23 -1.14 12.22
0.04 0.28 -0.22 -1.19 14.12
-0.02 0.24 -0.20 -1.23 15.56
-0.02 0.20 -0.18 -1.29 20.49
0.09 0.18 -0.16 -1.32 25.71
0.08 0.17 -0.13 -1.35 33.32
0.16 0.19 -0.11 -1.39 41.06
0.07 0.22 -0.08 -1.43 49.39
0.13 0.26 -0.05 -0.03 9.73
0.19 0.25 -0.04 -0.04 12.19
0.06 0.24 -0.03 -0.04 16.50
0.07 0.26 0.00 -0.04 25.55
0.29 0.29 0.04 -0.04 38.00
0.11 0.30 0.03 -0.05 35.99
-0.11 0.25 0.03 -0.04 33.82
0.05 0.23 0.03 -0.04 33.49
0.09 0.19 0.02 -0.04 30.82
0.19 0.16 0.03 -0.04 37.12
0.27 0.15 0.04 -0.06 43.83
0.16 0.18 0.05 -0.06 48.30
0.10 0.21 0.07 -0.05 52.35
0.08 0.25 0.08 -0.05 56.61
0.10 0.28 0.09 -0.05 61.33
0.14 0.26 0.11 -0.12 69.56
0.20 0.25 0.12 -0.18 77.67
0.35 0.25 0.12 -0.25 85.07
0.51 0.24 0.08 -0.33 83.64
0.65 0.24 0.01 -0.11 65.98
0.48 0.24 -0.06 -0.12 51.36
0.09 0.19 -0.09 -0.09 40.37
0.23 0.21 -0.07 -0.19 47.09
0.23 0.26 -0.07 -0.09 43.37
0.34 0.29 -0.06 -0.10 48.06
0.28 0.28 -0.07 -0.12 47.46
0.07 0.24 -0.06 -0.09 48.65
0.07 0.21 -0.04 -0.11 52.50
0.01 0.22 -0.04 -0.09 47.68
-0.01 0.23 -0.02 -0.08 48.53
0.07 0.26 0.01 -0.09 55.41
0.10 0.28 0.02 -0.08 58.24
0.06 0.26 0.03 -0.08 60.56
0.10 0.24 0.05 -0.08 64.81
0.11 0.24 0.07 -0.08 69.14
0.13 0.25 0.08 -0.09 74.47
0.07 0.23 0.09 -0.09 76.58
-0.01 0.23 0.10 -0.16 80.06
0.02 0.23 0.11 -0.24 83.27
0.25 0.24 0.10 -0.31 86.84
0.60 0.27 0.07 -0.42 90.86
0.68 0.25 0.01 -0.10 72.36
0.41 0.24 -0.06 -0.11 55.03
-0.03 0.20 -0.10 -0.12 40.45
-0.14 0.23 -0.10 -0.21 37.01
0.21 0.24 -0.10 -0.31 41.17
0.32 0.27 -0.12 -0.40 40.62
0.15 0.25 -0.12 -0.49 40.54
0.20 0.24 -0.13 -0.58 40.58
0.10 0.25 -0.15 -0.66 35.25
-0.01 0.23 -0.16 -0.75 30.04
0.11 0.23 -0.18 -0.83 26.99
0.02 0.23 -0.19 -0.90 22.62
0.03 0.23 -0.18 -0.96 22.74
0.18 0.26 -0.18 -1.02 23.55
-0.07 0.26 -0.19 -1.08 19.38
-0.19 0.24 -0.18 -1.12 17.83
-0.02 0.26 -0.18 -1.16 15.27
-0.14 0.25 -0.18 -1.18 10.85
-0.07 0.25 -0.16 -1.21 13.95
-0.03 0.23 -0.14 -1.23 15.54
-0.19 0.22 -0.13 -1.24 14.67
-0.17 0.20 -0.11 -1.25 16.28
-0.14 0.22 -0.10 -1.24 15.73
-0.21 0.22 -0.08 0.01 -28.51
-0.15 0.26 -0.06 0.01 -26.16
-0.19 0.26 -0.05 0.02 -26.72
-0.23 0.25 -0.03 0.03 -25.40
-0.18 0.26 -0.01 0.03 -21.88
-0.20 0.25 0.01 0.03 -18.66
-0.25 0.24 0.04 0.03 -13.88
-0.24 0.24 0.06 0.04 -9.44
-0.26 0.24 0.08 0.04 -5.30
-0.26 0.24 0.10 0.04 -2.00
-0.15 0.24 0.12 0.10 0.06
-0.09 0.24 0.13 0.15 2.12
-0.12 0.24 0.14 0.19 4.02
-0.13 0.23 0.14 0.23 4.75
-0.14 0.24 0.15 0.27 5.01
-0.11 0.24 0.15 0.31 6.30
-0.09 0.24 0.16 0.35 7.10
-0.07 0.23 0.16 0.39 8.53
-0.08 0.25 0.17 0.42 10.21
-0.11 0.25 0.17 0.45 11.47
-0.09 0.25 0.18 0.48 12.99
-0.07 0.22 0.18 0.51 15.15
-0.06 0.22 0.19 0.53 17.65
-0.06 0.23 0.19 0.55 20.03
-0.05 0.22 0.20 0.57 23.20
-0.06 0.23 0.21 0.59 25.98
-0.05 0.25 0.21 0.60 29.30
-0.03 0.26 0.22 0.61 32.92
-0.03 0.24 0.23 0.61 36.58
-0.01 0.23 0.23 0.62 40.38
0.02 0.24 0.24 0.61 44.55
0.04 0.25 0.24 0.60 48.68
0.11 0.25 0.24 0.59 52.57
0.11 0.24 0.23 0.57 55.55
0.18 0.26 0.22 0.55 58.55
0.17 0.26 0.21 0.51 61.19
0.16 0.25 0.21 0.46 64.02
0.24 0.24 0.19 0.41 66.43
0.34 0.25 0.16 0.36 64.86
0.25 0.25 0.10 0.30 54.77
0.08 0.24 0.07 0.24 49.86
0.37 0.18 0.04 -0.08 56.54
0.19 0.08 -0.01 -0.07 43.80
0.05 0.13 -0.02 -0.08 40.43
-0.01 0.23 0.01 -0.06 43.67
0.14 0.33 0.02 -0.06 47.16
-0.05 0.43 0.03 -0.07 49.57
-0.01 0.44 0.05 -0.06 52.50
-0.04 0.40 0.06 -0.05 53.65
-0.18 0.33 0.09 -0.05 57.94
0.02 0.23 0.12 -0.10 68.09
0.05 0.15 0.16 -0.16 79.43
0.29 0.15 0.20 -0.23 98.04
0.47 0.21 0.20 -0.30 109.61
0.53 0.25 0.20 -0.38 120.40
0.88 0.24 0.18 -0.48 133.12
0.85 0.20 0.08 -0.63 120.85
0.44 0.20 -0.05 -0.76 93.57
0.71 0.14 -0.17 -0.14 46.49
0.88 0.20 -0.32 -0.31 18.11
0.06 0.13 -0.41 -0.44 -8.83
0.23 0.20 -0.36 -0.60 3.85
0.87 0.22 -0.39 -0.73 6.71
0.28 0.28 -0.42 -0.86 0.86
0.02 0.31 -0.38 -0.98 8.62
-0.18 0.28 -0.35 -1.08 7.60
-0.44 0.23 -0.33 -1.16 4.13
0.18 0.21 -0.29 -1.27 14.65
0.41 0.27 -0.30 -1.35 16.44
-0.20 0.29 -0.27 -1.42 18.10
-0.08 0.32 -0.21 -1.47 30.30
0.03 0.32 -0.20 -1.53 33.00
-0.23 0.36 -0.17 -1.57 34.63
-0.04 0.25 -0.13 -1.61 44.55
-0.01 0.27 -0.13 -1.64 42.11
-0.13 0.09 -0.13 -1.67 39.18
-0.09 -0.09 -0.11 -1.69 40.99
-0.16 0.00 -0.12 -1.71 35.41
-0.17 0.24 -0.12 -1.71 29.90
-0.24 0.37 -0.12 -1.71 25.03
-0.12 0.42 -0.11 -1.70 23.85
0.04 0.51 -0.11 -1.69 24.19
0.15 0.47 -0.11 -1.69 24.90
-0.01 0.34 -0.11 -1.68 23.78
-0.14 0.23 -0.10 -1.66 23.29
-0.03 0.22 -0.11 -1.65 20.09
-0.14 0.19 -0.10 -1.63 18.24
-0.00 0.18 -0.07 -1.61 25.92
0.18 0.18 -0.05 0.01 -23.92
0.15 0.18 -0.05 0.01 -21.17
0.02 0.18 -0.04 0.01 -16.44
-0.01 0.22 -0.01 0.01 -9.53
-0.07 0.23 0.02 0.01 -1.41
0.00 0.19 0.03 0.01 1.49
-0.03 0.23 0.05 0.01 7.58
0.11 0.23 0.07 0.01 16.04
0.10 0.26 0.08 0.00 22.47
0.00 0.27 0.10 -0.00 27.22
-0.03 0.23 0.11 -0.00 32.34
0.08 0.20 0.12 -0.01 35.76
0.05 0.26 0.12 -0.02 37.86
0.11 0.25 0.13 -0.03 44.05
0.24 0.22 0.12 -0.05 46.98
0.13 0.20 0.09 -0.08 43.90
0.16 0.22 0.08 -0.03 41.54
0.22 0.23 0.07 -0.03 40.68
0.08 0.25 0.05 -0.04 37.39
0.00 0.30 0.06 -0.04 40.55
0.06 0.32 0.08 -0.04 46.03
0.05 0.30 0.10 -0.04 50.61
0.03 0.30 0.12 -0.07 59.12
0.05 0.28 0.14 -0.12 68.20
0.17 0.27 0.16 -0.16 75.88
0.37 0.24 0.13 -0.22 76.92
0.39 0.22 0.09 -0.28 73.46
0.26 0.22 0.05 -0.36 68.62
0.34 0.24 -0.00 -0.09 47.63
0.17 0.23 -0.07 -0.07 29.27
0.03 0.28 -0.11 -0.07 15.33
-0.13 0.32 -0.11 -0.13 10.94
0.12 0.30 -0.10 -0.18 16.48
0.19 0.22 -0.11 -0.25 16.18
-0.07 0.17 -0.11 -0.30 13.94
-0.24 0.20 -0.09 -0.35 15.50
-0.12 0.19 -0.06 -0.03 6.66
-0.13 0.21 -0.06 -0.03 3.43
-0.34 0.24 -0.05 -0.02 -0.70
-0.25 0.27 -0.02 -0.01 2.01
-0.35 0.26 0.01 -0.00 3.04
-0.29 0.30 0.05 0.01 9.03
-0.11 0.29 0.09 0.01 19.05
-0.13 0.25 0.12 0.01 27.47
-0.07 0.19 0.17 0.02 41.93
-0.00 0.17 0.21 0.02 52.72
0.07 0.17 0.23 0.02 63.55
0.16 0.18 0.25 0.01 74.07
0.27 0.22 0.24 -0.01 78.86
0.35 0.19 0.23 -0.05 85.23
0.41 0.20 0.20 -0.10 86.88
0.60 0.17 0.17 -0.17 90.64
0.81 0.17 0.12 -0.25 91.15
0.53 0.26 0.00 -0.34 70.15
0.42 0.31 -0.09 -0.11 39.63
0.27 0.25 -0.19 -0.21 16.36
0.21 0.28 -0.25 -0.30 -0.18
0.42 0.26 -0.28 -0.39 -2.49
0.45 0.19 -0.29 -0.48 -1.62
0.31 0.33 -0.29 -0.59 0.45
0.12 0.38 -0.28 -0.70 4.76
0.02 0.36 -0.26 -0.78 8.15
0.13 0.34 -0.24 -0.85 13.20
0.18 0.25 -0.22 -0.92 18.02
0.12 0.23 -0.21 -0.99 20.95
0.06 0.25 -0.19 -1.07 27.02
0.05 0.25 -0.17 -1.13 30.46
0.12 0.25 -0.17 -1.19 31.91
0.16 0.27 -0.18 -1.25 30.62
0.13 0.26 -0.18 -1.30 29.05
0.17 0.24 -0.20 -1.36 26.36
0.07 0.23 -0.21 -1.41 23.14
0.01 0.24 -0.20 -1.45 22.89
0.04 0.24 -0.20 -1.49 22.47
-0.08 0.23 -0.21 -1.52 15.96
-0.14 0.23 -0.20 -1.55 13.63
-0.01 0.20 -0.20 -1.57 12.69
-0.21 0.23 -0.19 -1.57 9.62
-0.13 0.23 -0.18 -1.58 8.94
-0.17 0.23 -0.17 -1.57 6.89
-0.15 0.28 -0.14 -1.56 8.69
-0.03 0.28 -0.15 -1.55 5.23
-0.25 0.27 -0.15 -1.52 0.13
-0.24 0.29 -0.13 -1.49 -1.94
-0.21 0.26 -0.14 -1.45 -8.22
-0.36 0.24 -0.13 -1.40 -13.66
-0.29 0.21 -0.12 -1.35 -17.27
-0.30 0.22 -0.11 -1.30 -20.67
-0.38 0.22 -0.09 -1.22 -24.03
-0.29 0.23 -0.06 -1.14 -22.05
-0.16 0.24 -0.02 0.07 -55.32
-0.18 0.22 0.02 0.09 -45.32
-0.19 0.21 0.06 0.07 -32.80
-0.14 0.22 0.09 0.09 -25.70
-0.14 0.21 0.10 0.16 -23.98
-0.17 0.22 0.10 0.23 -24.19
-0.19 0.23 0.12 0.30 -23.52
-0.15 0.22 0.13 0.36 -20.44
-0.06 0.22 0.15 0.44 -15.83
-0.02 0.23 0.16 0.51 -11.50
-0.05 0.24 0.17 0.56 -7.45
-0.09 0.24 0.19 0.61 -3.25
-0.10 0.23 0.19 0.66 -1.16
-0.13 0.22 0.20 0.71 -0.75
-0.13 0.21 0.20 0.76 -0.76
-0.13 0.22 0.19 0.80 -1.92
-0.12 0.24 0.19 0.84 -3.77
-0.12 0.26 0.18 0.88 -6.79
-0.10 0.24 0.17 0.92 -9.64
-0.09 0.23 0.16 0.96 -11.42
-0.07 0.24 0.16 0.99 -12.19
-0.06 0.24 0.16 1.02 -11.52
-0.06 0.26 0.16 1.05 -9.80
-0.03 0.26 0.17 1.07 -7.01
-0.00 0.26 0.17 1.09 -4.05
-0.00 0.25 0.18 1.11 -0.53
-0.01 0.24 0.18 1.12 2.45
-0.02 0.24 0.18 1.13 4.52
-0.02 0.25 0.18 1.14 5.74
-0.01 0.24 0.18 1.14 7.47
0.00 0.24 0.18 1.14 8.92
0.02 0.23 0.18 1.14 10.79
0.03 0.23 0.18 1.13 13.79
0.05 0.24 0.18 1.12 17.48
0.06 0.25 0.19 1.10 21.18
0.06 0.25 0.19 1.08 25.19
0.05 0.26 0.19 1.06 29.22
0.07 0.24 0.20 1.04 33.50
0.08 0.25 0.20 1.01 37.28
0.08 0.26 0.20 0.97 41.10
0.10 0.25 0.20 0.93 45.73
0.13 0.24 0.20 0.88 50.13
0.15 0.25 0.20 0.83 54.32
0.19 0.25 0.20 0.78 59.13
0.27 0.24 0.19 0.72 64.24
0.31 0.21 0.18 0.64 68.30
0.37 0.22 0.16 0.56 71.39
0.44 0.22 0.13 0.48 74.30
0.45 0.21 0.11 0.38 76.60
0.57 0.20 0.07 0.26 77.06
0.67 0.20 0.03 -0.14 89.25
0.56 0.20 -0.03 -0.13 76.95
-0.01 0.25 -0.09 -0.12 54.93
-0.28 0.29 -0.10 -0.22 45.78
-0.04 0.23 -0.11 -0.32 43.40
0.25 0.21 -0.12 -0.43 42.79
0.37 0.17 -0.16 -0.53 36.88
0.16 0.17 -0.17 -0.64 37.54
0.31 0.19 -0.17 -0.73 41.28
0.30 0.28 -0.18 -0.83 41.87
0.21 0.32 -0.19 -0.94 42.11
0.27 0.38 -0.20 -1.03 40.20
0.28 0.40 -0.22 -1.12 36.62
0.18 0.42 -0.24 -1.21 31.81
0.11 0.46 -0.25 -1.31 30.17
0.12 0.43 -0.26 -1.40 28.09
0.18 0.37 -0.26 -1.47 28.53
0.17 0.23 -0.25 -1.54 30.64
0.30 0.14 -0.25 -1.61 33.86
0.30 0.10 -0.26 -1.70 34.63
0.13 0.11 -0.28 -1.76 29.06
0.05 0.12 -0.29 -1.82 22.36
-0.01 0.15 -0.30 -1.87 16.57
-0.13 0.17 -0.31 -1.93 10.73
-0.14 0.20 -0.30 -1.96 7.80
-0.12 0.18 -0.28 -1.98 6.65
0.07 0.20 -0.27 -2.00 8.07
0.03 0.21 -0.27 -2.01 6.04
0.04 0.23 -0.26 -2.02 5.88
0.02 0.27 -0.26 -2.03 4.89
-0.08 0.26 -0.25 -2.03 2.75
-0.11 0.27 -0.24 -2.02 2.14
-0.11 0.28 -0.22 -2.01 2.45
-0.12 0.24 -0.21 -1.99 -0.17
-0.20 0.22 -0.20 -1.96 -3.19
-0.22 0.24 -0.19 -1.92 -4.59
-0.20 0.24 -0.18 -1.88 -7.01
-0.21 0.22 -0.17 -1.84 -9.76
-0.25 0.21 -0.15 -1.79 -11.62
-0.24 0.21 -0.12 -1.73 -7.39
-0.22 0.21 -0.08 -1.64 -3.88
-0.19 0.19 -0.05 0.06 -56.98
-0.17 0.18 -0.02 0.07 -49.67
-0.16 0.20 -0.00 0.07 -45.33
-0.17 0.25 0.01 0.07 -42.68
-0.15 0.26 0.02 0.08 -41.25
-0.15 0.26 0.02 0.07 -40.98
-0.15 0.22 0.02 0.08 -41.78
-0.12 0.22 0.02 0.07 -40.17
-0.10 0.23 0.02 0.07 -39.26
-0.14 0.24 0.02 0.08 -39.13
-0.16 0.24 0.03 0.07 -37.88
-0.13 0.23 0.03 0.07 -36.13
-0.12 0.23 0.03 0.06 -34.45
-0.13 0.23 0.04 0.08 -34.32
-0.15 0.26 0.04 0.08 -34.37
-0.15 0.26 0.03 0.06 -34.34
-0.15 0.24 0.03 0.06 -36.05
-0.14 0.25 0.02 0.06 -37.52
-0.13 0.23 0.02 0.08 -39.70
-0.11 0.23 0.01 0.06 -40.70
-0.13 0.23 0.00 0.06 -41.81
-0.12 0.22 0.00 0.06 -42.63
-0.11 0.25 -0.00 0.06 -43.16
-0.13 0.25 -0.00 0.09 -44.74
-0.14 0.25 -0.00 0.06 -44.17
-0.13 0.24 -0.01 0.06 -45.19
-0.14 0.24 -0.01 0.06 -46.42
-0.14 0.22 -0.01 0.07 -47.41
-0.13 0.24 -0.02 0.08 -49.33
-0.13 0.24 -0.02 0.07 -49.96
-0.13 0.23 -0.02 0.08 -51.47
-0.13 0.23 -0.03 0.07 -51.84
-0.12 0.23 -0.03 0.07 -52.68
-0.15 0.23 -0.03 0.08 -54.16
-0.16 0.22 -0.03 0.07 -54.97
-0.17 0.23 -0.03 0.07 -56.37
-0.17 0.22 -0.04 0.07 -57.92
-0.18 0.24 -0.04 0.07 -59.78
-0.17 0.24 -0.04 0.10 -62.25
-0.17 0.22 -0.04 0.08 -62.38
-0.18 0.22 -0.04 0.08 -63.80
-0.18 0.23 -0.05 0.08 -65.36
-0.19 0.24 -0.05 0.08 -66.67
-0.18 0.23 -0.05 0.10 -68.71
-0.19 0.24 -0.05 0.08 -69.47
-0.19 0.23 -0.05 0.08 -70.90
-0.20 0.23 -0.05 0.09 -72.32
-0.21 0.24 -0.05 0.11 -74.54
-0.22 0.24 -0.05 0.11 -76.27
-0.23 0.23 -0.05 0.09 -77.12
-0.22 0.24 -0.06 0.09 -78.61
-0.23 0.23 -0.06 0.10 -79.97
-0.22 0.24 -0.06 0.10 -81.33
-0.21 0.23 -0.06 0.12 -83.11
-0.23 0.24 -0.06 0.12 -84.45
-0.25 0.23 -0.06 0.10 -85.57
-0.26 0.23 -0.06 0.11 -87.69
-0.26 0.24 -0.06 0.11 -89.56
-0.27 0.24 -0.06 0.13 -91.74
-0.27 0.23 -0.06 0.11 -92.50
-0.27 0.23 -0.06 0.12 -94.11
-0.27 0.23 -0.06 0.12 -95.58
-0.27 0.24 -0.06 0.17 -98.55
-0.26 0.25 -0.06 0.12 -98.11
-0.27 0.26 -0.06 0.12 -99.37
-0.29 0.25 -0.06 0.12 -100.57
-0.29 0.26 -0.06 0.13 -102.00
-0.30 0.22 -0.06 0.16 -104.53
-0.30 0.23 -0.06 0.13 -104.91
-0.33 0.23 -0.06 0.13 -106.45
-0.32 0.23 -0.06 0.14 -107.94
-0.31 0.24 -0.06 0.19 -110.98
-0.34 0.24 -0.06 0.14 -110.56
-0.34 0.20 -0.06 0.14 -112.03
-0.34 0.20 -0.06 0.15 -113.47
-0.34 0.21 -0.05 0.18 -115.67
-0.35 0.21 -0.05 0.15 -115.93
-0.35 0.22 -0.05 0.15 -117.23
-0.36 0.21 -0.05 0.19 -119.60
-0.36 0.22 -0.05 0.19 -120.49
-0.35 0.21 -0.05 0.16 -120.35
-0.37 0.23 -0.05 0.16 -121.71
-0.37 0.23 -0.05 0.16 -122.96
-0.38 0.23 -0.04 0.20 -124.73
-0.39 0.23 -0.04 0.17 -124.64
-0.37 0.22 -0.04 0.17 -125.35
-0.37 0.23 -0.04 0.21 -127.39
-0.38 0.24 -0.04 0.21 -128.08
-0.39 0.23 -0.04 0.17 -127.82
-0.38 0.23 -0.04 0.18 -128.60
-0.40 0.23 -0.03 0.18 -129.27
-0.39 0.24 -0.03 0.18 -129.88
-0.40 0.22 -0.03 0.22 -131.52
-0.41 0.23 -0.03 0.18 -130.96
-0.39 0.23 -0.02 0.22 -132.46
-0.38 0.24 -0.02 0.19 -131.28
-0.38 0.24 -0.02 0.22 -132.68
-0.40 0.23 -0.02 0.19 -131.92
-0.39 0.23 -0.02 0.19 -131.82
-0.39 0.23 -0.02 0.19 -131.87
-0.39 0.22 -0.01 0.23 -133.32
-0.40 0.22 -0.01 0.19 -132.24
-0.39 0.22 -0.01 0.23 -133.40
-0.40 0.22 -0.01 0.19 -132.21
-0.40 0.21 -0.01 0.23 -133.83
-0.39 0.22 -0.01 0.19 -131.92
-0.38 0.22 -0.00 0.19 -131.67
-0.39 0.23 -0.00 0.19 -131.69
-0.40 0.24 -0.00 0.23 -132.81
-0.40 0.24 -0.00 0.19 -131.46
-0.39 0.24 0.00 0.23 -132.34
-0.40 0.24 0.00 0.20 -131.01
-0.40 0.24 0.00 0.23 -132.28
-0.40 0.23 0.01 0.20 -130.63
-0.39 0.23 0.01 0.20 -130.17
-0.40 0.22 0.01 0.20 -130.08
-0.38 0.22 0.01 0.23 -131.26
-0.39 0.23 0.01 0.20 -129.80
-0.39 0.24 0.01 0.23 -130.90
-0.39 0.24 0.01 0.20 -129.31
-0.40 0.23 0.01 0.20 -129.25
-0.39 0.22 0.01 0.23 -130.23
-0.37 0.24 0.01 0.20 -128.53
-0.36 0.23 0.01 0.19 -127.60
-0.36 0.23 0.01 0.19 -126.88
-0.38 0.23 0.01 0.23 -128.12
-0.36 0.23 0.01 0.23 -127.61
-0.36 0.24 0.01 0.19 -125.99
-0.37 0.24 0.01 0.19 -125.79
-0.36 0.25 0.01 0.23 -126.70
-0.37 0.25 0.01 0.19 -125.01
-0.37 0.23 0.01 0.19 -124.76
-0.36 0.22 0.02 0.19 -124.25
-0.35 0.23 0.01 0.23 -125.38
-0.37 0.23 0.01 0.23 -125.16
-0.35 0.26 0.01 0.19 -123.33
-0.36 0.25 0.01 0.19 -123.09
-0.37 0.23 0.01 0.23 -124.32
-0.34 0.23 0.01 0.19 -122.48
-0.34 0.25 0.01 0.19 -121.82
-0.36 0.24 0.01 0.19 -121.97
-0.35 0.24 0.01 0.22 -122.97
-0.34 0.24 0.01 0.22 -122.63
-0.34 0.23 0.01 0.18 -120.75
-0.35 0.22 0.01 0.18 -120.52
-0.34 0.24 0.01 0.22 -121.55
-0.35 0.23 0.01 0.18 -120.23
-0.34 0.22 0.01 0.18 -119.95
-0.33 0.24 0.01 0.18 -119.56
-0.33 0.23 0.01 0.22 -120.75
-0.32 0.23 0.01 0.21 -120.33
-0.32 0.23 0.01 0.18 -118.80
-0.32 0.22 0.01 0.18 -118.31
-0.32 0.23 0.01 0.21 -119.08
-0.32 0.24 0.00 0.18 -117.70
-0.32 0.24 0.00 0.18 -117.42
-0.32 0.23 0.00 0.17 -117.19
-0.32 0.24 0.00 0.21 -118.35
-0.31 0.24 0.00 0.21 -118.16
-0.32 0.23 -0.00 0.17 -117.01
-0.32 0.24 -0.00 0.17 -116.97
